age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
33,Private,204557,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
43,Private,137126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
49,Private,203067,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
43,Private,71738,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
55,Self-emp-not-inc,477867,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
36,Private,251091,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1.0
29,?,19793,Some-college,10,Divorced,?,Unmarried,White,Female,8,United-States,0.0
40,Private,114580,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,24,United-States,1.0
35,Private,32528,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0.0
50,Private,176215,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,56,United-States,1.0
48,Private,168283,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1.0
46,Self-emp-inc,214627,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1.0
36,Private,183739,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,40,United-States,0.0
32,State-gov,204052,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1.0
20,?,216563,11th,7,Never-married,?,Other-relative,White,Male,40,United-States,0.0
45,Private,288437,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,United-States,0.0
20,Private,38001,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0.0
50,Self-emp-not-inc,195372,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,0.0
38,Private,111499,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99,United-States,1.0
29,Private,360401,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,48,United-States,0.0
17,Private,318918,10th,6,Never-married,Farming-fishing,Own-child,White,Male,30,United-States,0.0
36,Private,196123,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,1.0
41,Self-emp-not-inc,95708,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,45,United-States,1.0
38,Private,210438,7th-8th,4,Divorced,Sales,Unmarried,White,Female,40,United-States,0.0
58,Self-emp-inc,89922,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
42,State-gov,138162,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,0.0
44,Private,227065,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
51,Self-emp-inc,167793,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
53,Private,154785,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1.0
45,Self-emp-inc,155664,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,?,1.0
56,Private,197114,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,28,United-States,0.0
32,Private,278940,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0.0
38,Self-emp-not-inc,77820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
23,Private,148709,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,0.0
43,Private,83411,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
61,?,139391,Some-college,10,Married-civ-spouse,?,Husband,White,Male,30,United-States,1.0
42,Private,136419,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1.0
32,Private,164197,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,1.0
30,Private,46492,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0
68,?,286869,7th-8th,4,Widowed,?,Not-in-family,White,Female,40,?,0.0
33,Private,204829,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,0.0
23,Private,410446,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.0
41,Private,70037,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,60,?,1.0
37,Local-gov,51158,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,36,United-States,1.0
30,Private,270886,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,0.0
31,Private,144949,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
52,Private,256861,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.0
20,Private,32732,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,45,United-States,0.0
30,Private,176410,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,White,Female,16,United-States,1.0
51,Private,53197,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
40,Private,510072,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1.0
35,Private,188391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1.0
45,Local-gov,61885,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,1.0
23,Private,100345,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,15,United-States,0.0
23,Local-gov,210029,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0.0
35,Private,49749,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,1.0
45,Self-emp-not-inc,174426,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,0.0
42,Self-emp-inc,188615,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1.0
36,Self-emp-not-inc,414056,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
60,State-gov,313946,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.0
24,Self-emp-inc,493034,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,50,United-States,1.0
50,Self-emp-inc,249644,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0
31,Private,242616,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0.0
42,Private,32627,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.0
45,Private,207540,Doctorate,16,Separated,Exec-managerial,Unmarried,White,Male,40,United-States,1.0
21,Private,52753,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.0
43,Federal-gov,94937,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.0
21,Private,242912,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,35,United-States,0.0
62,?,72486,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,24,China,0.0
23,Private,183358,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,Puerto-Rico,0.0
38,Private,154541,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
39,Private,108140,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
30,Private,162572,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,1.0
37,Self-emp-not-inc,298444,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.0
25,Private,105520,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,40,United-States,0.0
26,Private,276624,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.0
42,Private,287244,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,0.0
44,Self-emp-not-inc,120539,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,1.0
34,Private,180284,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1.0
53,Private,590941,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,0.0
29,Private,288229,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,45,United-States,1.0
50,Federal-gov,306707,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,12,United-States,0.0
29,Private,66172,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0
28,Private,212068,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.0
43,Private,183273,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,1.0
54,Self-emp-inc,172175,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1.0
52,Private,150930,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
29,Private,157612,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,45,United-States,0.0
21,Private,55465,Assoc-acdm,12,Never-married,Other-service,Other-relative,White,Male,15,United-States,0.0
64,Private,159715,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,0.0
54,Private,171924,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,Canada,1.0
31,Private,209101,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,1.0
32,Self-emp-not-inc,261056,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,60,?,0.0
49,Self-emp-inc,213140,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1.0
22,Private,437994,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,20,United-States,0.0
35,Private,135289,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0.0
32,Private,108256,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1.0
79,Self-emp-inc,309272,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
30,Local-gov,200892,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.0
50,Private,99316,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,0.0
22,Private,246965,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,12,United-States,0.0
55,Private,129173,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,0.0
31,Private,574005,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,1.0
49,Private,423222,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
62,Private,94318,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
23,Private,202084,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0.0
29,Private,244246,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,1.0
42,Private,169948,Some-college,10,Never-married,Sales,Not-in-family,White,Male,80,United-States,1.0
29,Private,93662,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,24,United-States,0.0
26,Local-gov,345779,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,43,United-States,0.0
39,Private,191227,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,1.0
78,?,83511,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,40,Portugal,0.0
51,Private,144284,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
17,Private,95446,10th,6,Never-married,Other-service,Own-child,White,Male,15,United-States,0.0
31,Private,191001,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,0.0
49,Private,62793,HS-grad,9,Divorced,Sales,Own-child,White,Female,40,United-States,0.0
33,Local-gov,342458,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,56,United-States,0.0
44,Private,184105,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0
41,Private,280167,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1.0
18,Private,200047,12th,8,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,0.0
39,Private,101146,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0.0
25,Private,208881,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0.0
26,Private,156976,Assoc-voc,11,Separated,Other-service,Not-in-family,Black,Male,40,United-States,0.0
49,?,558183,Assoc-voc,11,Married-spouse-absent,?,Unmarried,White,Female,40,United-States,0.0
59,Private,750972,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.0
38,Private,169469,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,80,United-States,0.0
19,Private,439779,Some-college,10,Never-married,Sales,Own-child,White,Male,15,United-States,0.0
56,Private,295067,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,1.0
61,Private,208919,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1.0
33,Private,138667,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1.0
40,Private,307767,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.0
48,Private,431513,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,1.0
40,Private,230684,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
48,State-gov,224752,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1.0
38,Private,87556,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1.0
23,Private,289909,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States,0.0
40,Private,137142,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.0
40,Local-gov,27444,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,1.0
34,Private,45114,Bachelors,13,Never-married,Sales,Own-child,Black,Female,40,United-States,0.0
59,Self-emp-inc,155259,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,0.0
37,Private,103925,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,40,United-States,0.0
46,Private,189680,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0
55,Private,194290,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.0
41,Private,204235,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0
37,Private,109472,9th,5,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0.0
50,Private,256908,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
44,Private,358199,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1.0
50,Private,177896,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
34,State-gov,85218,Masters,14,Never-married,Prof-specialty,Unmarried,Black,Female,24,United-States,0.0
42,Private,373469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
39,Private,329980,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
52,Local-gov,124793,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
27,Private,195562,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,20,United-States,0.0
24,Private,452640,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.0
35,Private,285102,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,Taiwan,1.0
30,Private,33688,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,70,United-States,0.0
58,Private,31732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1.0
41,Private,239296,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
34,Private,42596,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0.0
50,Private,172052,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,35,South,1.0
53,State-gov,153486,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0
42,Private,153414,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,1.0
60,Private,165517,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.0
36,Private,41490,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.0
39,Self-emp-not-inc,272671,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0
33,Local-gov,377107,Some-college,10,Separated,Other-service,Own-child,Black,Female,35,United-States,0.0
20,Private,122166,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0
20,?,206671,Some-college,10,Never-married,?,Own-child,White,Male,50,United-States,0.0
20,Private,381357,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,28,United-States,0.0
56,Private,159724,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1.0
51,Private,163948,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0
36,Private,290861,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,40,United-States,0.0
34,Private,320077,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,1.0
45,Private,183092,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,0.0
40,Self-emp-not-inc,36104,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
48,Private,158924,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1.0
41,Self-emp-not-inc,134724,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,1.0
17,Private,211870,9th,5,Never-married,Other-service,Not-in-family,White,Male,6,United-States,0.0
43,Private,184018,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.0
38,Private,109594,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,70,United-States,1.0
45,State-gov,208049,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0.0
24,Private,95552,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0.0
44,Private,109912,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,1.0
50,Local-gov,196307,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
69,Private,36956,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0
30,Private,201697,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,35,United-States,0.0
44,Private,226129,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
51,Private,173987,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.0
57,Private,317969,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.0
24,Private,211129,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,60,United-States,1.0
38,State-gov,343642,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1.0
50,Self-emp-not-inc,200618,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1.0
46,Private,191389,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,1.0
43,State-gov,185619,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,35,United-States,1.0
50,Private,273536,7th-8th,4,Married-civ-spouse,Sales,Husband,Other,Male,49,Dominican-Republic,0.0
31,Private,137952,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,40,Puerto-Rico,0.0
46,Local-gov,167159,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,70,United-States,1.0
24,Private,211345,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,Mexico,0.0
35,Private,189092,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
53,Self-emp-not-inc,30008,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,0.0
20,Private,115057,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0.0
40,Private,247469,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,1.0
33,State-gov,913447,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,0.0
64,Self-emp-not-inc,36960,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1.0
43,Private,167151,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,60,United-States,0.0
28,Private,226891,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,30,?,0.0
51,Self-emp-not-inc,195634,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,20,United-States,1.0
38,Private,269318,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1.0
39,Federal-gov,314822,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0.0
26,?,40032,Bachelors,13,Never-married,?,Not-in-family,White,Female,40,United-States,0.0
54,Private,312500,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0.0
24,Private,239663,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0.0
40,Private,242521,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
30,Private,225243,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,United-States,1.0
31,Private,291494,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
21,Private,414812,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.0
64,Private,207658,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
68,State-gov,235882,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1.0
23,Private,414545,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,0.0
43,Private,75742,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0.0
51,Private,279156,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
25,Private,197871,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,1.0
30,Local-gov,154950,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,1.0
36,Private,306646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1.0
44,Private,95255,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.0
47,Private,155659,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.0
46,Private,216164,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.0
63,Self-emp-not-inc,52144,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,35,United-States,0.0
47,Private,218435,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,20,Cuba,0.0
72,?,144461,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,16,United-States,1.0
35,Private,110668,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,35,United-States,0.0
43,Private,71269,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0.0
40,Private,174575,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1.0
53,Self-emp-inc,188067,Some-college,10,Widowed,Sales,Unmarried,White,Female,40,United-States,0.0
43,Self-emp-inc,33729,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1.0
18,?,209735,Some-college,10,Never-married,?,Own-child,White,Female,30,United-States,0.0
50,Private,148431,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1.0
44,Private,326232,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,48,United-States,0.0
40,Private,65866,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0.0
59,Self-emp-not-inc,275236,11th,7,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1.0
38,Private,181943,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0.0
18,Private,184016,11th,7,Never-married,Sales,Own-child,White,Female,20,United-States,0.0
35,Self-emp-not-inc,120066,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,60,United-States,0.0
54,Self-emp-not-inc,103179,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1.0
47,Self-emp-not-inc,119199,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,1.0
25,Private,189850,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,0.0
42,Self-emp-not-inc,201908,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
28,Private,181291,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,1.0
34,Self-emp-not-inc,345705,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,1.0
40,Private,244835,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
26,Private,191765,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,Scotland,0.0
57,Self-emp-inc,105582,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
51,Private,261207,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,Cuba,1.0
25,Private,310864,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,40,?,0.0
53,Private,30447,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,50,United-States,0.0
21,Private,198431,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,0.0
53,Private,146378,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
25,Private,169323,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,United-States,0.0
51,Local-gov,181132,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,39,United-States,1.0
33,State-gov,121245,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1.0
30,Private,356015,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,40,Mexico,0.0
42,Private,166740,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
40,Federal-gov,330174,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
46,Private,31432,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,52,United-States,1.0
39,Self-emp-not-inc,218490,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,?,1.0
17,Private,194612,11th,7,Never-married,Other-service,Own-child,White,Male,25,United-States,0.0
34,?,112584,HS-grad,9,Separated,?,Unmarried,White,Female,40,United-States,0.0
47,State-gov,199512,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
